0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
Gas5,0.247638,0.310739,0.088886,-0.185022,0.09069,-0.122667,0.152056,-0.096467,0.2396,-0.26701,-0.571894,0.050847,0.016123,0.123243,0.413521,-0.095868,-0.027224,-0.517685,-0.624169,-0.166707,-0.0098,-0.268094,0.242857,0.093787,-0.488053,0.306281,0.111581,0.164152,-0.14032,0.243148,0.732166,-0.340897,0.269923,0.164287,-0.058284,-0.408925,-0.012396,-0.195539,0.046721,0.136745,-0.37783,0.262528,0.047171,-0.061543,0.500092,0.04787,-0.726263,0.034598,-0.073787,0.239213,-0.383783,-0.189134,-0.348323,-0.61859,0.316389,-0.000466,-0.273524,-0.35896,-0.118982,0.181515,0.146161,0.083836,0.329431,-0.719858,1
Xist,-0.500834,-0.258771,0.056412,-0.125929,0.362095,0.077458,-0.251704,-0.136074,-0.052789,-0.145797,-0.743258,-0.130853,-0.184786,-0.721078,-0.091204,-0.088405,0.209249,0.243659,-1.268917,0.052026,0.195151,-0.395782,0.022702,0.273991,-0.275129,-0.237394,-0.092526,-0.234503,-0.282708,0.582592,0.682282,-0.288339,0.462843,0.302071,-0.016371,-0.410106,0.090699,0.025225,-0.566634,-0.175128,-0.213546,0.173739,-0.174773,0.036196,0.009545,-0.220718,-0.875606,-0.316988,0.073694,0.311081,-0.150325,-0.464432,-0.348479,-0.131486,0.287554,0.228439,0.126883,-0.530385,0.269183,0.719814,0.102133,0.437467,0.148343,-0.311349,1
Meg3,0.204884,0.29755,-0.066415,-0.239505,0.007458,-0.260706,0.102037,0.024237,0.097162,-0.329624,-0.68777,-0.014,0.090883,0.089594,0.397474,-0.273313,0.19824,-0.462212,-0.805375,-0.096108,0.06471,-0.248834,0.164397,-0.056347,-0.822517,0.235565,-0.216247,0.197402,-0.178091,0.319336,0.619948,-0.330967,0.294993,0.11432,0.134516,-0.365571,-0.032305,-0.024354,-0.054889,-0.099717,-0.341482,0.216621,0.028405,0.176947,0.331211,0.129234,-0.898695,0.000963,-0.198642,0.286136,-0.219654,-0.227666,-0.313134,-0.311411,0.418247,0.03904,-0.254912,-0.478408,-0.057095,0.159947,0.192383,-0.110829,0.140584,-0.601686,1
Airn,-0.145528,0.273063,-0.017251,-0.127071,0.009841,0.037289,0.147449,-0.016989,-0.043217,0.026297,-0.253548,0.181083,0.020677,-0.029978,0.086304,-0.099363,0.167884,-0.153408,-0.654178,0.018708,0.138381,-0.528895,0.739861,0.212363,-0.523951,-0.092957,0.048578,-0.048876,0.115135,0.057858,0.629612,-0.164186,0.274007,0.401896,-0.103062,-0.103956,0.106671,-0.195535,-0.15743,0.339955,-0.173959,0.293972,-0.16347,0.156218,0.135694,-0.024614,-0.492567,0.168581,-0.186537,-0.033205,-0.092321,-0.190969,-0.13092,-0.004545,0.203698,0.084142,-0.167526,-0.121363,0.073512,0.08604,-0.082254,0.299215,0.538261,-0.431495,1
Tsix,-0.192621,-0.043308,0.234131,-0.183228,0.022195,-0.056162,0.004273,0.08084,-0.018069,0.089044,-0.304511,0.290684,0.033173,0.043654,0.060143,-0.124633,0.330621,-0.101125,-0.657548,-0.037308,0.020473,-0.363027,0.628471,0.090852,-0.53718,0.084209,-0.063387,-0.067044,0.093153,0.059789,0.68803,-0.222929,0.31843,0.457441,0.064589,-0.202435,0.031253,-0.206201,-0.332736,0.26555,-0.321419,0.231253,-0.190245,-0.015844,0.056242,-0.067117,-0.518518,0.3051,-0.366551,0.002747,-0.127486,-0.240795,-0.060426,-0.123889,0.268268,0.043315,-0.321759,-0.209882,0.029816,0.017876,0.013131,0.312344,0.470722,-0.481107,1
Neat1,-0.115122,0.342809,0.010772,-0.213974,-0.012444,-0.030431,0.242695,0.041366,0.144482,0.013607,-0.411795,0.215301,0.030737,-0.051661,0.035494,0.040673,0.076944,-0.163978,-0.722119,0.048441,0.122458,-0.614441,0.90551,0.11601,-0.482184,-0.148558,0.179998,-0.10895,0.013838,-0.003996,0.655758,-0.129023,0.307238,0.396049,-0.094137,0.031568,0.068912,-0.141282,-0.249968,0.289853,-0.300611,0.17784,-0.096816,-0.02406,0.167492,0.017461,-0.636074,0.221567,-0.251283,-0.058388,-0.281097,-0.304819,-0.163816,-0.083521,0.281376,-0.04426,-0.181988,-0.14895,0.047502,0.052894,-0.043106,0.460093,0.443904,-0.396181,1
Kcnq1ot1,-0.556856,-0.288711,0.294017,-0.198669,0.17082,-0.198762,0.23767,-0.500359,-0.116597,0.252513,-0.308732,0.043675,0.016761,-0.18176,-0.165313,0.545735,0.038439,0.759492,0.03072,0.046121,0.208449,-0.036773,0.092067,-0.393903,0.351286,-0.133923,0.514362,-0.310614,0.364484,0.038388,0.351069,0.171574,0.001286,0.29612,-0.236183,-0.82811,-0.111125,0.229315,-0.202716,-0.171415,-0.6889,0.6018,-0.106519,0.354344,-1.036023,0.045631,-0.304813,-0.309542,-0.161516,0.117731,-0.008361,-0.272639,-0.035037,0.361804,-0.216672,0.174844,0.23181,-0.758816,0.169308,0.227265,0.257618,0.032939,0.593714,-0.515339,1
Gm12609,-0.152891,0.335475,0.102038,-0.184431,-0.08349,0.162697,0.177288,0.078226,0.03328,0.08885,-0.250555,0.259475,0.073694,0.055366,0.174004,-0.145026,0.192968,-0.347704,-0.546732,0.157211,0.153878,-0.417516,0.868082,0.128195,-0.633273,-0.165711,0.02128,0.175282,0.094241,-0.01916,0.664149,-0.153909,0.401833,0.253932,-0.170786,-0.138425,0.136418,-0.25517,-0.13114,0.396773,-0.243315,0.093691,-0.227683,-0.104515,0.158991,0.099267,-0.596233,0.199581,-0.006512,-0.128026,-0.331011,-0.36168,-0.095504,-0.017699,0.45113,-0.05239,-0.228162,-0.069273,0.167295,0.059465,-0.229099,0.218186,0.499763,-0.518478,1
9030622O22Rik,-0.037374,0.479324,0.101514,-0.175223,-0.112916,0.13467,0.177834,0.009833,0.120184,0.077836,-0.334495,0.253679,0.115898,0.136681,0.25733,-0.073571,0.099532,-0.327237,-0.584098,0.098597,0.233688,-0.264599,0.817776,0.184365,-0.570479,-0.140097,0.025992,0.325348,0.119293,-0.007749,0.605005,-0.205061,0.350541,0.314959,-0.114904,-0.073464,0.072004,-0.26409,-0.217772,0.337718,-0.147086,0.346955,-0.100731,-0.079753,0.004796,0.105489,-0.554652,0.222789,-0.098911,-0.196784,-0.212273,-0.361121,0.027762,0.01176,0.370629,-0.047907,-0.261079,-0.134409,0.265957,-0.077654,-0.434398,0.301198,0.495497,-0.55448,1
1810026B05Rik,0.009162,0.225123,0.050347,-0.198624,0.253689,0.029492,0.049928,-0.028846,-0.107079,-0.120389,-0.404501,0.203953,0.160882,0.06216,-0.086399,0.032347,-0.043301,-0.136523,0.059867,-0.100588,-0.111022,0.287468,0.231307,-0.01589,-0.406463,0.209567,-0.145829,0.201607,0.414,0.078208,0.217282,0.196214,-0.183137,0.313604,-0.261944,-0.231401,-0.011112,-0.061304,0.115462,0.243258,-0.188292,0.140825,-0.279844,0.003589,-0.135065,0.055426,-0.408434,0.075823,0.094267,0.126848,-0.260732,-0.263408,-0.218411,-0.108998,0.057662,0.173962,0.096571,-0.363192,0.339645,0.178305,-0.186396,0.090281,0.068875,-0.210937,1
6720416L17Rik,-0.164394,0.107633,0.097916,-0.397198,-0.068895,0.196228,0.314258,0.068772,0.003101,0.089927,-0.403374,0.158436,-0.020804,0.043578,0.064362,-0.188107,0.146898,-0.347956,-0.519145,0.108229,0.14194,-0.512224,0.861135,0.193042,-0.55246,-0.092363,-0.029395,0.138122,0.154007,-0.018537,0.65008,-0.217587,0.410259,0.239367,-0.263628,0.004835,0.193456,-0.337608,-0.160102,0.383231,-0.269964,0.225968,-0.09608,0.014092,0.156871,0.263248,-0.607023,0.233162,0.015439,-0.053473,-0.291225,-0.332158,-0.152009,0.062196,0.300842,-0.088141,-0.433276,-0.023094,0.17276,0.060802,-0.260752,0.287395,0.465163,-0.473217,1
AK028326,-0.077716,0.273755,0.217377,-0.173148,0.216111,-0.059302,0.12949,0.141047,0.116507,-0.039625,-0.43895,0.082604,-0.034271,0.125576,0.055525,0.12187,0.128832,-0.233042,0.015239,0.210822,-0.045999,-0.048432,0.06125,0.145542,-0.33876,0.008628,-0.001321,-0.014212,0.073695,0.076005,0.346344,-0.05879,-0.020478,0.381677,-0.159206,-0.261214,0.211963,-0.057954,-0.267453,0.098905,-0.348243,0.195918,-0.028138,0.144565,-0.308931,0.171195,-0.58699,0.142887,0.068453,0.003823,-0.107676,-0.477111,-0.082964,0.172409,0.160043,0.352567,0.235016,-0.260311,0.223398,-0.105585,0.017157,-0.034594,0.0985,-0.113394,1
Enox,-0.260998,0.17215,-0.058888,-0.201217,-0.108364,-0.013769,0.212606,0.029969,0.140478,0.075802,-0.380216,0.358817,0.079614,-0.138611,0.041783,0.131427,0.215399,-0.215858,-0.679172,0.021196,0.133571,-0.69044,0.902314,0.101413,-0.456387,-0.217391,0.131376,-0.118149,-0.085642,-0.003501,0.718256,-0.077027,0.147415,0.480907,-0.049424,0.063061,0.068133,-0.109816,-0.146013,0.363899,-0.244526,0.134251,-0.123571,0.044002,0.228445,0.114156,-0.661526,0.10423,-0.200033,-0.166874,-0.2353,-0.285078,-0.157199,0.047215,0.14519,0.041703,-0.170681,-0.125143,-0.082487,0.057968,0.01303,0.287679,0.589588,-0.526801,1
Dnm3os,-0.297915,0.427289,0.116617,-0.204085,-0.083975,-0.117757,0.419969,0.014891,0.175132,0.278178,-0.286907,0.113469,0.271804,0.053773,0.114073,-0.097302,-0.081592,-0.215087,-0.55206,0.198467,-0.095222,-0.134781,0.820852,0.181373,-0.568679,-0.057521,0.113127,0.478722,0.179603,-0.051928,0.598878,-0.216624,0.340591,0.313971,-0.375077,-0.079153,0.209533,-0.3642,-0.002367,0.509775,-0.252179,0.35601,-0.315029,0.040538,0.392108,-0.153582,-0.430751,0.490656,-0.065676,-0.122504,-0.491243,-0.273323,-0.269077,-0.483727,0.226212,0.195082,-0.110317,-0.286058,0.025274,0.110789,-0.214838,0.199887,0.375058,-0.585758,1
Fendrr,-0.096033,0.273187,-0.099608,-0.286018,0.721203,-0.245707,0.420663,-0.117219,0.373991,1.118347,-0.395648,0.240464,-0.304547,0.420434,-0.112791,0.26011,-0.316381,0.122465,0.084019,-0.452818,-0.549915,0.403489,0.435529,0.759638,0.141376,0.26581,0.221634,-0.509942,0.75299,-0.369554,-0.050707,0.576226,0.919036,0.010324,-0.165982,-0.606847,-0.119057,0.344212,-0.43795,-0.136122,-0.023763,0.159096,0.542071,-0.126902,-0.476769,-0.482007,-1.081381,-0.608627,-0.109223,0.415236,-0.488446,-1.158195,0.506613,-0.333332,0.307846,-0.861621,-0.709318,-0.271335,-0.212366,-0.011303,-0.547449,0.999559,-0.692908,0.402974,1
Gm12750,-0.281692,0.199827,0.204321,-0.072483,0.040658,-0.081797,0.061835,0.338627,0.117489,0.025004,-0.272319,0.29264,0.040408,0.076846,0.561811,-0.099745,0.038238,-0.400829,-0.291246,0.06549,0.148673,-0.20617,0.392614,-0.004746,-0.541933,-0.101653,-0.014275,0.079862,0.191761,-0.088427,0.488496,0.02929,0.116334,0.411855,-0.011537,-0.494473,0.19527,-0.187005,-0.159527,0.561594,-0.358954,0.208576,-0.136023,-0.064807,0.048028,0.271257,-0.69073,0.432673,-0.007016,-0.061425,-0.477202,-0.517852,-0.119857,0.03577,0.138904,-0.123194,0.076687,0.022239,-0.018911,0.402093,-0.1825,0.009143,0.356422,-0.279203,1
RP23-71K9.4,-0.043938,0.138497,0.106875,-0.079822,0.276229,0.056801,0.214336,0.00708,-0.026651,-0.103047,-0.459951,0.164774,-0.106132,0.053647,0.093251,0.062825,-0.046467,-0.306584,0.073451,0.058163,-0.00551,0.048248,0.044383,0.246367,-0.276769,0.004333,-0.000911,0.049503,0.245181,0.008632,0.156547,0.089338,0.089635,0.345381,-0.209389,-0.22833,-0.061189,-0.12709,-0.217138,0.247794,-0.29643,0.14198,-0.13225,-0.114968,-0.123601,0.140815,-0.539724,0.141017,-0.054144,-0.03109,-0.142474,-0.215144,-0.184512,0.131762,0.129232,0.040365,-0.013124,-0.157935,0.083964,-0.205947,-0.194571,0.018637,0.163661,-0.187764,1
lincRNA-p21,-0.097402,0.026481,0.04748,-0.043022,0.329088,0.024459,0.164106,-0.114158,-0.15052,-0.08291,-0.318417,0.146712,-0.076495,0.199984,0.139826,-0.045439,0.052816,-0.351488,-0.044231,-0.123807,0.016581,0.13141,0.161434,-0.066621,-0.302735,0.283759,-0.025717,-0.09693,0.46805,-0.101588,0.165476,0.167646,0.120244,0.354495,-0.291633,-0.358066,-0.119015,0.103145,-0.009945,0.07092,-0.19705,0.16329,-0.309598,0.202636,-0.232827,0.102968,-0.474468,0.102537,0.172325,-0.024167,-0.165347,-0.222047,-0.081735,-0.011207,-0.007463,0.203253,0.029399,-0.346721,0.285036,0.0831,-0.134876,0.018254,0.291404,-0.010501,1
A930011O12Rik,-0.054204,0.512382,-0.132014,-0.428772,-0.288535,0.040819,0.260845,0.179699,0.060893,0.017102,-0.595467,0.142068,0.006847,-0.221593,0.287249,0.067868,0.01938,0.144339,-0.723631,0.405125,0.283157,-0.618264,0.782642,-0.094213,-0.752565,-0.195916,-0.085156,-0.190444,-0.052826,0.234378,0.83688,-0.095953,0.038529,0.326265,0.283206,-0.060259,-0.051293,-0.31329,-0.487036,0.299488,-0.472596,0.334419,-0.235987,0.470281,0.183956,-0.10009,-1.101218,0.157815,-0.102954,-0.349187,-0.226481,-0.542553,-0.026471,0.055587,0.244659,0.353472,-0.101089,-0.411187,-0.097769,-0.017205,0.658147,0.200357,0.108577,-0.148962,1
Braveheart,-1.367596,0.64274,0.143766,0.764188,2.444065,1.820469,0.756456,-0.343369,0.715279,1.137651,-1.780068,2.577413,-0.258367,-0.525013,1.842861,-0.669634,-1.472475,1.200755,-2.208973,-1.702563,1.066715,-1.023618,1.423239,0.991571,-3.214581,-0.694122,1.711673,0.112369,-0.27534,-0.133667,1.616053,1.730671,0.926054,0.6111,-1.821105,-0.266284,-0.181978,-1.31624,-1.318809,1.204145,-1.005034,-0.844013,0.21205,-0.861427,1.224448,1.050915,-2.813919,1.392072,-1.932115,0.742476,-0.347061,1.51572,-2.535172,-0.194166,1.91516,1.062739,1.245335,0.46955,0.74203,-0.722706,-0.680964,-0.346808,-1.514767,-0.165592,1
mrhl,-0.290672,-0.151742,-0.204834,-0.461897,0.260135,0.125242,0.114967,-0.073702,0.034251,-0.055255,-0.521014,0.159383,-0.157908,0.020141,0.00318,-0.10255,0.099691,-0.095689,-0.350752,0.226439,-0.409926,-0.236441,0.072898,0.509753,-0.131813,0.195682,-0.040412,-0.09257,0.217452,0.248583,0.104055,0.331678,0.329061,0.588925,-0.361813,-0.453435,-0.161507,0.14104,-0.114965,0.253279,-0.285642,0.030513,-0.191873,-0.230662,-0.20724,0.064796,-0.739824,0.199648,0.471749,0.029743,-0.106393,-0.293754,-0.184969,-0.056014,0.186627,0.003036,0.007748,-0.298156,0.184301,0.079564,-0.121497,-0.050227,0.140109,-0.166151,1
NONMMUG034886,-0.011479,0.06142,0.054194,-0.13991,0.263336,0.144516,0.312691,-0.059361,0.027221,0.042967,-0.380958,0.15295,-0.062225,0.166765,0.17337,-0.017308,0.098639,-0.328284,0.042394,0.116634,-0.061224,0.042469,0.063354,0.181595,-0.131139,-0.019434,-0.194304,-0.04191,0.245097,-0.090758,0.115593,0.12807,0.164322,0.429914,-0.285918,-0.385541,-0.018177,-0.047221,-0.142499,0.232959,-0.268528,0.113603,-0.113092,-0.120456,-0.047912,0.085142,-0.528337,0.160985,0.080231,-0.038065,-0.220004,-0.216936,-0.158895,-0.038634,0.04944,0.00559,0.098763,-0.081608,0.206571,-0.057384,-0.092509,-0.088098,0.149025,-0.093668,1
Dlx6os1,-0.102105,0.464111,-0.110925,-0.272625,-0.176892,0.21061,0.250837,0.07507,0.03891,0.3094,-0.324593,0.379156,0.026768,0.133969,0.010423,-0.022931,0.214714,-0.250772,-0.736547,0.053901,0.300349,-0.719603,0.863589,0.101139,-0.599673,-0.16423,0.004168,-0.041456,0.157774,0.0015,0.885291,-0.210519,0.211711,0.424849,0.015578,0.087958,0.152491,-0.19103,0.077215,0.305444,-0.205486,0.186691,-0.224914,0.021249,0.140696,0.229602,-0.860887,-0.122391,-0.158886,-0.16916,-0.307466,-0.216285,-0.105684,0.09907,0.493866,0.166976,-0.286546,-0.094335,0.213774,-0.170755,-0.107373,0.333988,0.505635,-0.683559,1
5033428I22Rik,-0.223862,0.336929,0.16651,0.061124,-0.213477,0.074242,0.116468,0.386514,-0.007745,0.268041,-0.127572,0.481253,0.096887,-0.068299,-0.00622,-0.181773,-0.02836,-0.173213,-0.682618,-0.066156,0.109859,-0.538437,0.822112,0.093247,-0.861126,-0.040455,0.284597,-0.275681,-0.056287,-0.163753,0.899692,-0.021366,0.397125,0.483702,-0.248711,-0.155308,0.087112,-0.566446,-0.241651,0.610647,-0.16112,0.039557,-0.239283,-0.080392,0.320091,0.191498,-0.917185,0.057401,-0.064559,-0.040552,-0.06855,-0.279472,-0.196459,-0.000394,0.566683,0.12348,-0.081175,-0.0638,-0.014159,0.208085,0.091531,0.131426,0.416686,-0.707287,1
NONMMUG026355,-0.385582,-0.393036,0.105341,-0.283954,0.274109,0.028433,0.175708,-0.173313,-0.203407,0.563519,-0.425019,0.214259,-0.489446,0.149713,0.263969,-0.011538,0.295774,0.093638,-0.017713,-0.806344,-0.73461,0.610358,0.167659,0.073905,-0.282155,0.406065,-0.081101,-0.004229,0.437845,-0.282789,0.125642,0.287347,0.479175,0.243741,0.007822,-0.595554,-0.089027,-0.101416,-0.289286,-0.1781,-0.279805,-0.0016,0.115066,0.255097,-0.55145,-0.138795,-0.18929,-0.385803,-0.085021,-0.277264,-0.259164,-0.384165,-0.274913,0.263827,0.269831,-0.187671,0.210406,-0.438292,-0.055132,-0.178283,-0.002024,0.225174,0.122344,-0.343059,1
