0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
Gas5,-0.050374,-0.029273,0.298937,0.004436,0.290754,-0.055914,0.193535,0.092049,-0.023151,-0.129664,-0.422581,0.313729,0.182801,0.222183,-0.073063,-0.270613,-0.092577,0.214338,-0.568397,-0.540780,-0.415907,-0.543849,-0.220371,-0.004545,0.237753,0.432452,0.215746,0.912820,0.021121,0.466250,0.137590,0.762733,0.202677,-0.573636,0.258062,0.265020,-0.148605,-0.270892,0.175428,-0.204756,0.149340,0.061118,-0.494433,0.125676,0.014410,0.157850,-0.038104,0.276336,0.102117,-0.321936,0.427627,0.051529,0.983778,-0.193453,0.311216,0.136478,0.233811,-0.601342,0.142147,0.163378,-0.623452,0.104912,-0.338138,-0.454393,1
Xist,0.034401,0.226713,-0.361914,0.060859,-0.238856,-0.106214,0.201138,-0.453438,-0.192044,0.112419,-0.189933,0.141217,-0.328826,0.334131,-0.410882,-0.102826,-0.323147,0.040560,-0.010444,-0.408297,-0.803906,-0.421369,-0.324155,0.131854,-0.226646,0.725976,0.565403,0.286697,-0.672610,0.017651,-0.594357,0.062789,0.324077,-0.440418,0.515987,-0.051611,-0.704665,0.446310,0.291953,-0.190123,-0.013756,0.014419,-0.249896,0.362326,-0.238426,0.367858,-0.193384,0.270799,-0.208374,-0.575934,0.352016,0.317834,0.827504,-0.097935,-0.016512,0.229671,0.447178,-0.263002,0.313913,-0.670434,-0.764510,0.220605,-0.159140,-0.199052,1
Meg3,-0.097813,0.002273,0.144759,0.021381,0.257852,-0.001700,0.430453,-0.055372,-0.200783,-0.090743,-0.419720,0.312619,0.227481,-0.161750,-0.312162,-0.343357,-0.078616,0.246674,-0.553607,-0.563626,-0.496782,-0.554890,-0.243086,-0.161593,0.207234,0.542112,0.376781,0.605727,-0.066373,0.641639,0.010830,0.795449,0.264288,-0.566431,0.321823,0.331719,-0.266228,-0.038666,0.199320,-0.199111,0.115765,0.000064,-0.467661,0.151950,-0.190272,-0.037334,-0.062410,0.114043,0.337648,-0.294374,0.625487,0.044862,0.994785,-0.163178,0.288224,-0.004952,0.108199,-0.440535,0.232167,0.160991,-0.543577,0.242269,-0.445840,-0.366893,1
Airn,-0.057624,-0.089710,-0.031447,0.028969,-0.027216,-0.002289,0.059476,-0.063952,0.165003,0.054746,0.199914,0.281305,-0.000271,0.145851,-0.066225,-0.290074,-0.253620,0.221799,-0.615458,-0.488706,-0.171830,-0.130166,-0.584165,0.218033,0.146574,0.438303,0.596956,0.750047,-0.293532,0.486335,-0.387268,0.268434,0.018931,-0.032301,0.300059,0.166981,-0.203843,0.234218,-0.109838,-0.033725,-0.131774,0.047040,-0.226308,0.140516,0.060903,-0.000303,-0.269283,-0.126771,-0.026789,-0.141880,-0.056000,0.129743,0.448861,-0.031717,0.221712,0.118281,0.001874,-0.408777,-0.239284,-0.323682,-0.490295,0.289423,0.110116,-0.011358,1
Tsix,0.033619,-0.105073,-0.054046,0.034769,-0.044241,0.080716,0.340490,-0.012504,0.198723,0.105882,0.246910,0.366290,0.208764,0.085413,0.066568,-0.363080,-0.148760,0.295087,-0.538304,-0.635269,-0.199770,-0.127200,-0.507570,0.142064,0.250405,0.570703,0.491853,0.624408,-0.339835,0.263924,-0.464430,0.413662,0.074780,-0.133046,0.419380,-0.015669,-0.166209,0.268953,-0.069766,-0.186321,-0.095373,0.082292,-0.266597,0.170072,0.045567,0.026426,-0.374532,0.019404,0.030019,-0.121848,0.166377,0.057229,0.402919,0.059562,0.236569,0.075536,0.144100,-0.421512,-0.077998,-0.285529,-0.644451,0.324937,-0.169590,-0.027478,1
Neat1,-0.036757,-0.036691,-0.143991,-0.179419,0.103546,-0.031202,0.009375,-0.039172,0.069432,0.008944,0.346952,0.216361,0.003117,0.219608,0.073247,-0.257266,-0.216344,0.235756,-0.770466,-0.568334,-0.127713,-0.164715,-0.744269,0.162798,0.010351,0.282054,0.671310,0.843180,-0.364470,0.418496,-0.389173,0.408149,-0.020696,0.092791,0.437656,0.025719,-0.349759,0.348995,-0.234334,-0.021846,0.023778,0.004159,-0.249771,0.129223,0.194743,-0.061840,-0.219446,-0.207013,-0.028458,-0.095646,0.145673,0.225923,0.575332,-0.058410,0.283226,0.001561,0.072258,-0.440784,-0.239952,-0.350114,-0.536725,0.245743,0.122370,-0.154266,1
Kcnq1ot1,-0.029145,0.028041,-0.247135,0.508088,-0.101470,0.155156,-0.473862,0.029544,-0.172677,0.181219,-0.120616,-0.051303,-0.131168,-0.260545,-0.294901,-0.237313,-0.453169,0.132187,0.111455,0.210716,-0.236475,0.284229,0.197230,0.028465,0.600211,0.475324,-0.022874,0.447959,-0.522131,-0.015948,-0.333201,0.331957,-0.213177,0.138468,0.978132,-0.511908,0.230336,0.852570,0.207809,-0.336204,0.810520,0.099949,-0.468642,-0.173633,0.152931,0.170324,-0.620435,0.025527,-0.050788,-0.025944,0.114642,0.102889,-0.056004,-0.097893,-0.308529,-0.031834,0.682708,-0.280278,0.174001,-0.298212,-0.356419,-0.118405,0.215509,0.133032,1
Gm12609,-0.199227,0.065249,0.047467,0.039816,-0.014578,-0.032592,0.275960,-0.099331,0.117260,-0.078165,0.306396,0.261327,-0.055365,-0.022484,0.021326,-0.373230,-0.189997,0.313649,-0.564378,-0.602183,0.040342,-0.034108,-0.611234,0.269696,-0.027983,0.469514,0.778996,0.920945,-0.246126,0.532844,-0.403026,0.319350,0.131801,-0.166193,0.142718,0.208547,-0.092519,0.186628,-0.262830,0.007249,0.017978,-0.094448,-0.300915,0.107041,0.220005,0.035847,-0.234201,-0.198571,-0.123821,-0.121659,0.110824,0.154425,0.493107,0.035401,0.316166,0.118168,0.085198,-0.402799,-0.358655,-0.110363,-0.599702,0.427101,0.083298,0.136192,1
9030622O22Rik,-0.295643,-0.115467,-0.097036,0.126752,0.115917,0.055512,0.136995,-0.023242,-0.068474,0.058201,0.276447,0.250237,0.081111,-0.007172,0.026219,-0.470868,-0.088734,0.180652,-0.627153,-0.558938,-0.053033,-0.112505,-0.577001,0.296060,0.007796,0.570658,0.552161,1.039662,-0.187861,0.648335,-0.531343,0.259167,0.147103,-0.088545,0.088499,0.165779,-0.152312,0.090855,-0.332157,-0.090324,0.100307,0.049238,-0.243864,0.214180,0.119497,-0.011208,-0.259429,-0.223458,0.053880,-0.160448,-0.049417,0.007246,0.447378,0.159178,0.262530,-0.017328,0.169140,-0.486804,-0.257358,0.019165,-0.397331,0.506077,0.107535,0.225372,1
1810026B05Rik,0.186735,-0.083903,-0.033932,0.040132,0.282426,0.230625,0.026030,-0.007834,-0.071414,0.009416,0.071146,0.179232,-0.085357,0.019102,0.068288,-0.276582,-0.088556,-0.069162,0.106723,-0.082903,-0.228812,-0.297471,0.179656,-0.047153,0.195433,0.261440,-0.233252,0.481336,-0.313798,0.148877,-0.299591,0.065683,0.052251,-0.211113,0.098858,0.342405,0.277282,0.080411,0.080243,0.084747,0.321892,-0.090867,-0.218952,0.167194,0.160557,-0.061162,-0.037290,0.168192,0.004238,-0.165155,0.294106,0.052476,-0.014877,-0.159898,0.084458,0.264639,-0.052538,-0.153912,-0.068541,0.056021,-0.152409,0.293407,-0.006606,0.338436,1
