0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
Gas5,0.242718,-0.009166,-0.137630,0.224889,0.405634,-0.374140,-0.382500,-0.248790,-0.515708,0.369185,0.304388,0.481380,0.139306,-0.362137,-0.580626,0.337914,-0.206848,-0.362523,-0.296426,-0.142915,-0.152173,-0.022434,0.206458,0.294299,-0.369649,-0.406351,-0.174303,0.437950,0.070971,-0.048127,0.157849,-0.545827,0.083459,-0.165305,0.270652,0.212970,0.128665,-0.245479,0.741919,-0.344828,0.644308,-0.288253,0.005332,-0.464099,0.127283,0.063987,0.028509,-0.390751,0.432021,0.532733,-0.371400,-0.199857,0.156457,0.217020,-0.500884,-0.103620,-0.062651,-0.144176,-0.632029,0.312373,-0.145122,0.328503,-0.159761,0.093871,1
Xist,0.085728,-0.018401,-0.355976,0.429940,0.228316,-0.032064,0.011383,0.017870,-0.488343,0.432608,-0.541075,0.645091,-0.637552,-0.345322,-0.295012,0.230564,-0.138292,-0.420723,0.067512,0.313207,-0.522795,0.295924,0.314649,0.403793,-0.226730,-0.528891,0.256593,-0.064787,0.230868,0.264207,0.254963,-0.197898,0.008830,-0.023071,0.603673,-0.080149,-0.137359,-0.637799,0.718779,-0.520680,0.228003,-0.578275,-0.004487,-0.457939,0.196097,0.397527,0.013956,-0.509580,0.339411,0.375716,-0.312804,0.206878,0.176942,-0.083317,-0.096744,-0.466106,0.305556,-1.059420,-0.253048,0.014159,0.029956,0.494385,-0.041957,0.970754,1
Meg3,-0.028872,-0.086232,-0.075983,0.343441,0.322090,-0.219174,-0.383934,-0.292805,-0.454874,0.521801,0.313847,0.342773,0.420994,-0.535379,-0.730636,0.128738,-0.110363,-0.275931,-0.166664,0.007847,-0.042464,0.040314,0.217431,0.492357,-0.538621,-0.276586,-0.260198,0.501301,0.036017,0.106260,0.193885,-0.396982,0.166181,-0.138756,0.476612,0.407706,0.031590,-0.192124,0.672517,-0.324863,0.621670,-0.401217,-0.083863,-0.220436,0.042807,0.177877,-0.175868,-0.462993,0.605694,0.505362,-0.219674,-0.139802,0.073116,0.409001,-0.527470,-0.008421,-0.056318,-0.060192,-0.528078,0.332294,-0.058721,0.307957,-0.082942,0.264622,1
Airn,0.365267,-0.033572,-0.322216,0.078340,0.082356,-0.199610,0.192763,-0.307460,-0.347186,0.206163,-0.115257,0.346586,0.119849,-0.060795,-0.139978,0.390952,-0.593901,-0.564891,-0.172104,-0.226844,-0.042704,0.065551,0.212182,0.333477,-0.539104,-0.169776,-0.104944,0.500350,0.138725,-0.044439,0.063701,-0.479212,-0.073908,-0.096841,0.334487,-0.077033,-0.182068,0.066227,0.502746,-0.301029,0.182156,-0.212019,-0.150368,-0.193198,0.079792,-0.139867,0.016593,-0.407312,0.208467,0.271407,-0.325386,0.360280,0.211596,0.071044,-0.417821,-0.093565,0.173867,-0.292473,-0.388076,0.058496,-0.168879,0.456243,-0.384835,0.438759,1
Tsix,0.145590,-0.068725,-0.269503,0.194842,0.250593,-0.298860,0.326402,-0.233301,-0.439925,0.140741,0.016505,0.315207,0.168239,-0.094719,-0.173108,0.494280,-0.514151,-0.442053,-0.059544,-0.298363,0.065210,0.032344,0.285524,0.328218,-0.603982,-0.191978,-0.149145,0.300012,0.020170,-0.147425,0.145065,-0.461890,-0.152420,-0.170509,0.309199,0.112220,-0.072724,0.034835,0.492077,-0.405340,0.090714,-0.302191,-0.113722,-0.271207,0.111233,-0.036458,-0.170102,-0.573925,0.315214,0.418398,-0.562494,0.208477,0.190600,0.057220,-0.384295,0.010234,0.175597,-0.292025,-0.227607,0.088061,-0.182105,0.335468,-0.472153,0.470413,1
Neat1,0.287619,-0.011599,-0.258218,0.150665,0.026476,-0.248606,0.129845,-0.289254,-0.586821,0.039519,-0.185252,0.386502,-0.039399,-0.038745,-0.065249,0.481602,-0.592561,-0.648117,-0.119767,-0.099968,0.058827,-0.049410,0.298477,0.267792,-0.671134,-0.249527,0.019302,0.444141,0.111536,0.004983,-0.058420,-0.602910,0.028986,-0.295291,0.448775,0.022549,-0.160697,0.026320,0.451472,-0.291275,0.257336,-0.353044,-0.137336,-0.330891,0.223178,-0.125454,-0.050207,-0.608777,0.106667,0.143253,-0.350040,0.258980,0.264908,0.060147,-0.582394,-0.185414,0.084780,-0.345222,-0.285618,0.148925,-0.237728,0.480348,-0.423135,0.395852,1
Kcnq1ot1,-0.184142,-0.041985,-0.271082,0.148990,0.502019,0.094720,0.668816,0.017550,-0.198077,0.378205,-0.260583,0.121601,0.026908,-0.114729,-0.690298,0.775461,-0.179228,0.058438,0.345125,0.039222,-0.274113,0.169914,0.595630,0.096977,0.368045,0.349638,0.422664,-0.133946,-0.216427,0.372399,0.061908,0.003036,0.093876,-0.031219,0.284665,-0.501830,-0.516735,0.012756,0.523320,-0.096488,0.282037,-0.078190,0.382219,-0.372746,-0.461602,0.064989,-0.566315,-0.347777,-0.088479,-0.102590,-0.348504,0.067436,0.468211,-0.206883,-0.033988,0.237959,0.057376,-0.299439,0.090360,0.187522,0.254253,0.149628,-0.740475,0.367177,1
Gm12609,0.550593,0.187436,-0.269463,0.063869,0.191450,-0.219563,0.069088,-0.034875,-0.396035,0.091536,-0.014955,0.216939,0.324449,-0.040787,-0.032036,0.410039,-0.667560,-0.607812,-0.407838,-0.278770,0.185829,0.133688,0.208394,0.316992,-0.763557,-0.126902,-0.012978,0.430277,0.102130,-0.185182,0.019266,-0.468470,-0.018882,-0.216734,0.398292,-0.051486,-0.173055,0.036194,0.422967,-0.385955,0.298831,-0.260534,-0.149835,-0.337624,0.085836,-0.208659,-0.134869,-0.540293,0.404317,0.231755,-0.276867,0.338853,0.167792,-0.002961,-0.563656,-0.163376,0.164276,-0.222825,-0.662595,-0.041051,-0.121490,0.451345,-0.318958,0.259705,1
9030622O22Rik,0.581395,-0.055467,-0.333348,0.161824,0.166003,-0.064258,0.093686,-0.082842,-0.406986,0.127767,0.021306,0.171084,0.380125,0.135644,-0.041793,0.438161,-0.808221,-0.620336,-0.321319,-0.353509,0.155375,0.046021,-0.042407,0.305854,-0.585898,-0.089448,0.064195,0.491916,0.047021,-0.232335,0.057970,-0.420453,0.077354,0.019713,0.336327,-0.074524,-0.234349,-0.035921,0.262702,-0.363947,0.390076,-0.220410,-0.316559,-0.385418,0.037863,0.046973,-0.191619,-0.492505,0.516409,0.288394,-0.285606,0.293613,0.218067,-0.000237,-0.617374,-0.188802,0.061285,-0.208485,-0.619807,0.260188,-0.072809,0.450557,-0.261684,0.220872,1
1810026B05Rik,0.103454,-0.195860,-0.095784,-0.021404,-0.055624,0.157079,-0.089180,-0.135733,-0.157239,0.096759,0.039046,0.178740,0.368836,-0.293042,-0.313345,0.356911,-0.121464,0.068016,-0.208583,-0.163604,-0.242977,0.487308,-0.122076,0.162224,0.058235,0.213753,-0.002610,-0.040275,-0.006797,-0.244314,-0.104638,-0.250026,0.228404,-0.073604,0.574697,-0.110188,-0.297032,-0.065198,0.234844,0.134914,0.134380,-0.119707,0.000867,-0.230716,-0.093101,0.073976,-0.018147,-0.166175,0.142461,0.493123,-0.239698,0.095050,0.039063,-0.202661,-0.025095,-0.129918,-0.073277,-0.220338,-0.295297,0.136281,0.039132,0.067400,-0.076075,-0.089253,1
