0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
NEAT1,1.072951,-0.434589,0.339702,0.277526,1.299852,0.309886,-0.889044,-0.684411,-0.288935,0.049753,-0.132786,1.869420,-0.458573,0.038011,0.491932,-0.122679,0.043488,1.112664,-0.912573,-0.431553,0.088688,0.126366,-0.099616,0.390081,0.521731,-0.147558,-0.030510,0.166472,-1.223847,0.014082,-0.200609,-0.753874,0.382373,0.315293,-0.029801,0.608189,0.663916,-0.521807,-0.724746,1.151805,0.354959,-0.149874,0.177447,0.033612,-0.084221,-0.004519,-0.052242,-0.342468,-1.351431,0.607883,-0.532646,-1.130970,-1.007458,-0.203626,0.615512,0.193404,-0.318321,0.435047,-0.327561,0.188047,-0.553884,1.088950,0.375455,1.154786,1
HOTAIR,0.228788,-0.083008,-0.151548,-0.169301,0.530905,1.245591,-0.219102,-0.433258,-0.544706,0.164074,0.232497,0.639986,-1.017621,-0.531738,0.385733,0.112824,-0.209307,-0.214104,-1.025986,0.443508,0.575716,-1.229913,0.100682,-0.134138,-0.113931,0.033276,0.106480,0.105813,0.275241,0.416027,0.258975,-0.667931,-0.129910,0.672098,0.941214,0.475452,0.237205,0.016674,0.232899,0.099178,-0.295650,-0.657913,0.214361,0.954832,0.061227,-0.749577,0.043308,1.034164,0.220345,1.133279,0.069221,-0.535859,-0.481467,0.004847,-0.076708,-0.629907,-0.274825,0.211362,-0.017794,-0.346384,0.658128,0.380776,-0.000937,1.061502,1
SNHG1,0.393357,0.103492,0.091723,-0.154515,-0.162673,0.040126,-0.641059,0.213186,-0.233012,-0.050893,0.664925,0.491831,-0.271015,-0.228247,-0.148886,-0.491136,-0.316585,0.531542,-0.820564,0.092350,0.344262,-0.850145,0.127939,-0.778483,0.166567,-0.217279,-0.044869,0.022545,0.157386,0.304319,0.335726,-0.147804,0.494009,0.159762,0.357640,-0.401282,0.323516,-0.494754,-0.135924,-0.297540,0.112851,0.552677,0.212682,-0.393974,0.200465,0.507836,0.231762,0.056075,0.307277,0.328017,-0.434676,0.427193,-0.350883,-0.267750,0.429561,-0.734588,0.003866,0.537882,-0.189913,0.281226,-0.927553,-0.254176,0.330872,0.108489,1
HOXA11-AS,-0.332562,-0.141501,-0.388165,-0.262319,0.307829,0.834595,-0.582218,-0.195290,-0.337190,-0.198295,0.176659,0.917336,-0.391464,0.061057,-0.447534,-0.338795,0.225853,0.192376,-0.920886,0.047298,-0.161496,-0.621994,0.009643,0.013340,0.031721,-0.088793,-0.025425,0.106933,0.312931,-0.231886,0.156153,-0.708134,-0.206920,0.337726,0.711272,0.398869,-0.150717,-0.114325,0.047521,-0.056776,-0.236059,-0.031008,-0.156901,0.055774,0.887549,-0.279955,0.096845,0.300884,0.476121,0.349636,-0.126379,-0.524077,-0.590366,0.490925,0.555073,-0.534066,-0.007244,0.176465,-0.150429,-0.303522,0.226268,0.270311,-0.105162,-0.182298,1
PANDAR,1.434407,-1.526443,-0.958055,-1.166535,-1.391728,0.640126,-0.748546,-0.382193,-1.103454,0.219280,0.373839,1.814650,-0.195682,-0.034096,0.518208,-0.367206,0.901792,-0.264245,-1.176244,-1.450871,0.032732,-0.660664,-0.688394,-1.436157,-0.071585,-0.911264,-1.389697,-0.605138,0.657961,0.651613,1.473090,-0.869537,0.806954,-0.353399,1.143614,-0.489433,0.670028,-1.143848,-1.769837,-1.408036,0.769093,1.003710,0.297836,-0.781455,-0.090882,1.670550,-0.196103,1.973022,-0.156734,-0.039086,-0.108544,0.729191,-1.871449,-0.719105,0.370396,0.747780,-1.184936,-0.485317,-1.022730,-0.189994,-2.238696,-1.072316,-0.061100,0.887901,1
GAS5,-0.021868,0.166849,-0.132049,0.292424,0.402618,0.175627,-0.526031,0.312275,0.152323,0.292654,0.004437,0.509141,-0.484841,-0.204617,-0.110367,0.136796,0.090076,0.159232,-0.744893,0.371537,0.000317,-0.186557,-0.087072,0.049130,-0.166081,-0.198256,-0.198401,-0.115283,0.050205,0.254860,0.118776,-0.284353,0.088764,0.228977,-0.028597,-0.008697,0.107256,-0.231798,-0.192891,0.043861,-0.011645,-0.093686,-0.218567,0.368840,0.257226,0.487916,0.034887,0.192929,0.276791,-0.044378,-0.280499,0.116550,-0.177721,0.231836,0.240223,-0.159404,-0.183448,0.563079,0.042176,-0.000548,-0.379889,0.150420,0.064033,-0.320384,1
SNHG5,0.005271,0.082805,-0.274911,0.228535,0.307646,0.052061,-0.485839,0.295719,0.036726,0.109070,0.092375,0.531876,-0.507300,-0.037754,-0.185666,0.051469,0.126085,0.245336,-0.625398,0.419382,-0.000513,-0.082178,-0.147651,-0.022293,-0.254847,-0.233181,-0.056932,0.007215,0.196147,0.424305,0.282590,-0.183593,0.057632,0.212152,-0.034473,0.021390,0.009285,-0.353158,0.093857,-0.166053,-0.049668,-0.076277,-0.279681,0.091420,0.172385,0.338392,0.033391,0.152174,0.319170,0.055840,-0.399494,-0.000571,-0.199283,0.295429,0.187634,-0.057136,-0.079311,0.509516,0.039786,-0.029627,-0.407694,0.136646,0.175502,-0.300655,1
TUG1,-0.044578,0.093041,-0.096184,0.193328,0.169730,0.019803,-0.357094,0.063216,0.064616,-0.011232,0.129092,0.454308,-0.484902,-0.000920,-0.219862,-0.016403,0.027351,0.247594,-0.922112,0.245557,0.150296,-0.071814,-0.045327,0.034584,-0.077337,-0.296020,-0.044694,-0.035309,0.295132,0.115165,0.139015,-0.398631,-0.052326,0.189748,-0.004935,-0.003750,0.053943,-0.154660,-0.060619,-0.165145,-0.130737,-0.068183,-0.069623,0.144083,0.247328,0.168794,0.096502,0.311624,0.182196,0.051405,-0.307944,0.165800,-0.138963,0.167690,0.447466,0.005647,-0.037689,0.571350,0.154096,0.095218,-0.308962,-0.014283,0.278252,-0.112313,1
AGAP2-AS1,0.531971,-0.988172,-0.514544,0.049577,0.900386,1.232495,-0.397055,-0.703261,-1.303549,0.756039,-0.074239,-0.881668,0.591289,-0.186899,-0.144682,-0.800329,0.324600,-1.621685,-1.138466,-0.004705,-0.752061,-0.358713,-0.273064,-0.759921,-1.273196,0.048347,0.355410,1.668543,0.673108,1.686446,0.367161,-1.313366,-0.368004,-0.273301,1.152802,0.273150,0.702267,-1.306261,-0.791591,-0.165317,0.101834,0.013319,-0.375099,0.535407,-0.332245,-0.406146,-0.603296,0.841429,0.453465,-0.005956,0.235420,-0.319384,-0.413094,0.156190,-0.259392,-0.090249,-0.184146,0.413894,-0.750444,-0.007435,-0.029065,0.844408,0.165592,0.502530,1
XIST,-0.038636,0.310191,-0.270644,0.267999,0.207973,0.084140,-0.383885,0.177568,0.109594,0.120986,0.209069,0.575376,-0.346525,-0.068017,-0.247358,-0.027020,-0.007392,0.216296,-0.734194,0.265049,0.103831,-0.182271,0.110918,-0.146909,-0.294622,-0.281803,-0.122399,0.140899,0.121007,-0.041823,0.141716,-0.382429,0.058713,0.121769,-0.043520,0.079704,-0.004339,-0.169008,-0.112682,-0.021147,-0.033861,-0.111222,-0.028709,0.395711,0.045693,0.322662,0.078618,0.179681,0.246754,0.122552,-0.290573,0.081581,-0.115870,0.255453,0.342385,-0.027374,-0.200495,0.574281,0.068590,0.051736,-0.279861,-0.047423,0.059619,-0.200614,1
