0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
NEAT1,0.915705,0.294674,-0.178082,-0.121865,0.521404,-0.084646,0.931121,-0.322314,1.354716,-1.116664,0.899758,-0.292135,-0.678216,-0.757843,1.195217,0.748883,-0.006866,-0.712590,-0.758144,0.447165,0.115726,0.080864,-0.054185,-0.172724,0.678918,0.227884,0.436420,-0.412297,0.632976,-0.375496,0.653296,-0.485725,0.151133,0.071670,0.222534,1.005778,0.438514,-0.547297,-0.175433,-0.235442,-0.574563,0.165474,-0.060561,-0.108624,0.396070,0.735276,0.994398,-0.170769,0.614943,0.446735,0.503866,0.758879,-0.445459,-0.109219,0.514536,-0.771089,-0.606806,-0.511780,-0.545767,-0.129370,-0.138946,-0.594435,0.982100,-0.518466,1
SNHG1,0.317921,-0.148241,0.324968,-0.320909,-0.114814,-0.256319,0.186653,0.258147,0.789171,-0.178491,-0.050246,-0.061524,-0.558916,0.234399,0.487069,0.583869,-0.414864,-0.596064,-0.904168,0.593819,-0.173344,-0.397022,0.224157,0.115466,0.255949,-0.115935,0.270994,-0.116191,0.154354,0.182486,0.635452,-0.250987,-0.006569,-0.016843,-0.236903,0.066948,0.258917,-0.533201,0.203275,0.065517,-0.893196,-0.233131,0.706911,-0.290320,0.061923,0.311615,0.341456,-0.466431,0.332288,-0.495600,0.077527,-0.028512,0.182263,0.177463,0.443991,0.125899,-0.789586,0.568694,-0.255845,0.137419,0.208929,0.118349,0.786598,-0.241458,1
GAS5,-0.099672,-0.074498,-0.023876,-0.430072,-0.136796,-0.076088,0.354742,0.070019,0.326772,0.152143,0.180768,-0.046282,-0.485144,-0.017969,0.477419,0.273999,-0.498935,-0.438547,-0.974208,0.191300,-0.403692,0.137470,0.271854,-0.184688,-0.105179,-0.310026,0.337131,0.169088,0.177547,-0.053679,0.417572,-0.153046,0.017357,-0.102005,0.227631,0.226538,0.062200,-0.200738,0.319447,0.035786,-0.406148,-0.242776,0.150572,-0.049172,-0.145979,0.287051,0.520284,-0.188228,0.374732,-0.421001,0.168855,0.295547,0.178072,-0.111330,-0.165616,-0.124824,-0.678868,0.428342,-0.069927,-0.187316,0.095213,-0.145836,0.599006,-0.001397,1
SNHG5,-0.030913,-0.065480,-0.110494,-0.532526,-0.055235,0.001026,0.299016,0.136137,0.551181,0.088518,0.017422,-0.036866,-0.365581,-0.067012,0.451784,0.304902,-0.440154,-0.280122,-0.823989,0.001278,-0.326901,0.175350,0.319260,-0.262683,-0.031920,-0.300511,0.150500,0.300948,0.210710,-0.139615,0.389253,-0.115768,-0.056747,0.012853,0.256688,-0.002794,0.150284,-0.208575,0.345040,-0.159395,-0.305407,-0.177352,0.097156,0.085254,-0.004575,0.455543,0.575787,-0.246913,0.442684,-0.362200,0.003890,0.334844,0.062079,-0.036935,-0.007432,-0.085365,-0.506660,0.482211,-0.114026,-0.047967,0.023774,-0.208788,0.494620,0.046288,1
XIST,0.081744,-0.233845,-0.048327,-0.723820,0.034017,-0.226918,0.232649,0.150490,0.588036,0.451131,0.108781,0.040600,-0.491292,-0.096041,0.494155,0.230197,-0.279125,-0.461355,-1.014941,0.283708,-0.141339,-0.022797,0.290272,-0.053988,-0.159816,-0.204615,0.165114,0.037650,0.103067,0.166997,0.511831,-0.041985,-0.080151,0.228106,0.011551,0.140210,-0.082277,-0.145967,0.059917,-0.155851,-0.397225,-0.086038,0.341700,-0.077933,0.095927,0.319955,0.542854,-0.109472,0.451324,-0.396457,-0.027560,0.200270,0.250290,0.062764,-0.216404,0.140860,-0.522834,0.428513,-0.045500,-0.121437,-0.125661,-0.032044,0.409862,0.021884,1
RMRP,0.140300,-0.092925,-0.081795,-0.377724,0.260213,-0.099128,0.118605,0.147871,0.496912,0.186202,0.126400,0.117819,-0.284449,0.142953,0.422108,0.382614,-0.158067,-0.462391,-1.016835,0.228331,0.031531,-0.072036,0.482978,-0.003343,-0.155647,-0.299886,0.064905,0.038995,0.128522,0.235689,0.431259,-0.166387,-0.186887,0.187961,0.098899,0.230143,0.173378,-0.246257,0.203889,-0.159298,-0.266641,-0.026561,0.313701,-0.028940,-0.005102,0.344083,0.433021,-0.232209,0.322182,-0.328534,-0.075178,0.288325,0.253615,0.032753,-0.151914,0.232203,-0.435617,0.341264,-0.139756,-0.184723,-0.312821,-0.072804,0.277050,0.068533,1
TUG1,0.041645,-0.056512,-0.089644,-0.706597,0.123945,-0.081605,0.193677,0.143038,0.541013,0.332527,-0.013630,0.076575,-0.357290,0.005475,0.451669,0.147261,-0.275534,-0.424210,-0.958456,0.232074,-0.157161,-0.013171,0.301133,-0.071802,-0.050904,-0.350748,0.137418,0.078060,0.123947,0.116765,0.523039,-0.081408,-0.073045,0.222138,0.047143,0.174661,0.017354,-0.143307,0.234677,-0.232673,-0.293886,-0.177685,0.391380,0.023083,0.100721,0.439362,0.553754,-0.152257,0.453531,-0.376747,-0.087093,0.144510,0.209170,0.092691,-0.017606,0.202761,-0.590059,0.427577,-0.092476,-0.060185,-0.246676,-0.068603,0.352716,0.088337,1
NONHSAG013514,0.168479,0.010220,-0.155830,-0.455432,0.201918,0.040574,0.091003,0.230801,0.454135,0.236536,-0.062725,0.058633,-0.287744,0.053635,0.456894,0.267716,-0.124367,-0.288689,-0.914936,0.175431,0.011269,-0.082534,0.414729,0.017126,-0.234473,-0.378975,0.123137,0.025164,0.085030,0.107332,0.547012,-0.295719,-0.013309,0.265586,0.088583,0.280098,0.169894,-0.173396,0.233097,-0.181959,-0.201037,-0.133405,0.281709,0.014304,0.067951,0.367815,0.531793,-0.183686,0.241975,-0.343576,-0.084972,0.176754,0.164751,0.123948,-0.040089,0.268918,-0.431685,0.302395,-0.094167,-0.209192,-0.289415,-0.037433,0.258425,0.026066,1
JPX,0.089213,-0.027297,-0.249830,-0.403075,0.180240,-0.061194,0.203268,0.204035,0.435045,0.322174,0.012747,0.130241,-0.195042,0.096161,0.447455,0.317069,-0.173051,-0.234047,-0.914862,0.141329,-0.031512,-0.097565,0.373279,0.037407,-0.215193,-0.293981,0.132642,0.075023,0.184823,0.038073,0.575266,-0.270166,-0.046103,0.266492,0.083522,0.246606,0.176792,-0.232636,0.348576,-0.200578,-0.170326,-0.171709,0.181233,0.004033,0.190148,0.450014,0.440152,-0.225319,0.269330,-0.306311,-0.104217,0.137160,0.153538,0.081874,-0.052064,0.288636,-0.481338,0.274060,-0.112772,-0.173070,-0.219427,-0.044398,0.199388,0.055456,1
LINC00657,-0.057128,-0.000676,-0.112576,-0.402189,0.175964,0.267770,0.237616,0.018589,0.546479,0.096927,-0.014726,0.112723,-0.286215,-0.049551,0.357067,0.137494,-0.179053,-0.480270,-0.629648,-0.104450,-0.102041,0.093385,0.255793,-0.165738,-0.138522,-0.378723,-0.030849,0.235959,0.244241,0.181997,0.398121,-0.065745,0.080096,0.217637,-0.132112,0.396836,-0.029834,-0.155676,0.328492,-0.015848,-0.376265,-0.299233,0.219002,-0.061231,0.047044,0.166788,0.320461,0.004281,0.291913,-0.106015,-0.010876,0.043294,0.316799,0.066078,0.019200,0.031587,-0.269775,0.456827,-0.035868,0.025736,-0.071367,-0.108037,0.289077,0.069908,1
