0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,label
Gas5,0.294019,0.514187,-0.070549,1.029203,-0.053884,-0.451063,-0.134503,-0.546387,-0.689985,0.221550,-0.323366,0.644420,-0.086312,-0.054658,0.134013,-0.468690,-0.297094,-0.385309,-0.524301,0.570210,-0.006627,-0.563921,0.566246,0.408791,0.115154,0.166221,-0.102211,0.346085,0.309069,-0.219037,-0.635374,0.333642,-0.186028,0.236022,0.118002,-0.497201,0.085181,-0.009959,0.530220,0.283791,-0.196452,-0.248518,-0.116058,0.486941,0.184877,0.183038,0.291351,-0.061168,-0.290968,0.180712,0.039524,-0.204976,-0.415374,-0.081925,-0.395288,0.193899,-0.017461,-0.203612,-0.457505,0.417605,0.027674,0.584235,0.238636,-0.082635,1
Xist,0.506599,0.220860,-0.158269,0.570105,0.318797,0.014639,0.395594,-0.177008,-0.397952,0.361914,-0.804348,0.687991,0.375609,-0.306655,0.066911,0.197256,-0.115751,-0.696545,-0.017665,0.328427,0.078472,-0.490463,0.526925,0.537142,-0.095934,0.071851,0.022088,-0.306164,0.159990,-0.790545,-1.115508,-0.288139,-0.110944,0.812415,-0.378796,-0.235461,0.060883,-0.350652,0.388405,0.353277,-0.162343,0.141535,0.031363,0.519172,0.390448,0.254242,0.248861,-0.086958,0.194318,0.017874,0.223392,0.079391,-0.249890,0.268695,-0.049639,0.108824,-0.112519,-0.840721,-0.235059,0.197387,0.065059,0.823613,0.004910,0.001407,1
Meg3,0.343304,0.351742,-0.169861,1.130293,-0.139246,-0.248206,-0.080185,-0.441342,-0.768466,0.317533,-0.256165,0.675979,0.097200,-0.108259,-0.018331,-0.508365,-0.176529,-0.390474,-0.665609,0.632515,0.005454,-0.553519,0.459265,0.237873,0.290342,0.311068,-0.114341,0.341711,0.163890,-0.119872,-0.533834,0.563455,-0.247837,0.434746,0.118284,-0.376574,-0.030870,-0.004367,0.352614,0.092435,-0.088523,-0.043358,-0.269229,0.452155,0.166374,0.286752,0.318208,0.079757,-0.365919,0.233328,0.106608,-0.212936,-0.267706,0.240497,-0.422320,0.096381,0.016970,-0.486256,-0.346762,0.336325,-0.100358,0.573521,0.189445,-0.214529,1
Airn,0.300313,0.213201,-0.089498,0.476744,-0.095517,-0.168938,0.003821,-0.093815,-0.484027,0.238657,-0.473355,0.247494,-0.492795,-0.126921,0.502692,-0.171391,-0.289577,-0.652792,-0.244067,0.130024,0.345526,-0.286015,0.687335,0.441850,0.152063,0.363003,0.087576,0.253722,0.006767,-0.465325,-0.819244,-0.278300,-0.246409,0.236625,-0.002670,-0.367027,0.470673,0.030148,0.488150,0.245422,-0.086239,-0.044721,0.248089,0.180265,0.101972,0.281165,0.153227,-0.038731,0.016838,0.228850,0.231058,-0.190930,0.134199,0.345740,-0.136407,-0.174001,-0.229370,-0.098655,-0.514798,0.268656,-0.312735,0.271328,-0.135374,-0.101759,1
Tsix,0.191634,0.287000,-0.168656,0.571706,-0.111376,-0.054518,0.094675,-0.008764,-0.337937,0.090932,-0.422118,0.349587,-0.402590,-0.220789,0.420059,-0.168049,-0.180615,-0.526961,-0.138708,0.298010,0.512562,-0.328097,0.727059,0.523666,0.089499,0.272799,0.038125,0.067497,0.041864,-0.580879,-0.833751,-0.119092,-0.354341,0.335758,0.081597,-0.287907,0.492688,-0.072654,0.470326,0.251234,-0.029278,-0.125100,0.071281,0.324830,0.217721,0.161970,0.274207,-0.010463,-0.169181,0.147762,0.127330,-0.010439,0.023055,0.362954,-0.265750,-0.224833,-0.232569,-0.142096,-0.516961,0.319065,-0.302688,0.183286,-0.039266,-0.234921,1
Neat1,0.325568,0.080940,-0.044193,0.547495,-0.131277,-0.260625,0.224000,-0.051176,-0.319625,0.146302,-0.541821,0.249361,-0.344022,-0.191749,0.483883,-0.130562,-0.621010,-0.834851,0.002705,0.066024,0.211317,-0.257200,0.897789,0.424325,0.272595,0.620929,-0.124300,0.063691,-0.295550,-0.742474,-0.781962,-0.555513,-0.186171,0.240801,0.051439,-0.426820,0.423246,0.028269,0.560441,-0.074702,-0.162068,0.152141,0.144283,0.069414,0.185051,0.251167,0.270773,0.049469,0.130052,0.114849,0.219886,-0.198527,-0.091028,0.144521,-0.389940,-0.193164,-0.103440,-0.030192,-0.402048,0.049897,-0.227951,0.259870,-0.075653,-0.166651,1
Kcnq1ot1,-0.135667,0.136432,-0.110670,0.218745,-0.117326,-0.049802,0.162549,0.371537,-0.321190,-0.151372,-0.213917,0.346526,0.058457,-0.020751,0.231215,0.361333,-0.080311,-0.424701,-0.033513,0.258255,0.039225,-0.436998,0.441738,0.252660,0.578130,-0.012120,0.211309,-0.232772,0.291904,-0.446102,-0.284788,-0.229030,0.436924,0.959560,0.355784,-0.190490,0.012332,-0.380863,0.238271,0.479109,0.352275,0.099860,-0.117319,0.125674,0.151146,-0.147385,0.138031,0.008919,-0.006072,-0.009855,0.051818,0.561502,0.231982,0.160575,0.363238,-0.191113,-0.457187,-0.407615,-0.304498,0.191883,-0.168685,0.498649,0.185816,-0.686732,1
Gm12609,0.322148,0.246883,-0.018491,0.458123,-0.255662,-0.146944,0.089911,-0.132350,-0.200598,0.033859,-0.344807,0.273039,-0.497273,-0.049651,0.584906,-0.094495,-0.316603,-0.799189,-0.371882,0.228527,0.349502,-0.252796,0.930526,0.410566,0.138739,0.357098,0.069532,0.179062,0.019205,-0.527683,-0.698680,-0.212212,-0.284629,0.231275,0.019090,-0.147658,0.347791,-0.067762,0.545872,0.310780,0.036973,-0.020984,0.440110,0.211832,0.031672,0.263597,0.255692,-0.152531,0.010199,0.248575,0.278843,-0.261065,-0.007367,0.293233,-0.165915,-0.032772,0.040217,0.004503,-0.555444,0.201170,-0.327497,0.177644,-0.317942,-0.077552,1
9030622O22Rik,0.361650,0.251431,-0.066943,0.531306,-0.111679,-0.077941,-0.102493,-0.100860,-0.218961,-0.159990,-0.341212,0.277348,-0.403330,-0.152277,0.570066,-0.323235,-0.099589,-0.660334,-0.233999,0.253853,0.309556,-0.256659,0.893525,0.711505,0.144788,0.394811,0.353371,0.336037,0.009915,-0.279706,-0.690101,-0.267202,-0.263756,0.074414,0.045553,-0.126386,0.233543,0.012887,0.371505,0.394738,0.103497,-0.028741,0.355150,0.122823,0.007301,0.300588,0.177328,-0.070430,-0.040228,0.197196,0.163104,-0.306019,0.118524,0.455067,-0.114569,-0.222093,-0.123498,-0.090368,-0.592625,0.139768,-0.385761,0.234108,-0.168424,-0.052041,1
6720416L17Rik,0.442805,0.270086,-0.047599,0.385978,-0.314965,-0.160773,0.020605,-0.128049,-0.182009,-0.056779,-0.415334,0.356848,-0.550472,-0.097346,0.678684,-0.121082,-0.301643,-0.778475,-0.428220,0.109455,0.218440,-0.165012,0.948343,0.450588,0.140822,0.355987,0.088468,0.196242,0.014035,-0.424256,-0.677624,-0.376241,-0.278364,0.144961,-0.059977,-0.374602,0.486421,-0.116776,0.442280,0.209960,0.059086,0.161153,0.186183,0.274699,-0.024364,0.114096,0.388355,-0.234937,0.227613,0.213591,0.193015,-0.203801,0.019205,0.476947,-0.200058,-0.005789,-0.101081,-0.070756,-0.467590,0.027122,-0.259094,0.113815,-0.121614,0.006564,1
1810026B05Rik,-0.414201,0.008150,0.193451,0.071201,-0.190129,0.207907,-0.276141,0.112979,-0.263757,-0.092938,-0.089919,0.380026,-0.285410,-0.189436,0.125615,-0.166158,0.090903,-0.260557,-0.321480,0.152972,0.154239,-0.181449,0.304134,0.391901,0.301560,0.055120,0.324473,0.144126,-0.113263,-0.221025,-0.149184,0.298709,-0.211653,0.276051,0.173655,-0.081190,0.035480,-0.040742,0.073221,0.268975,-0.186508,-0.143136,0.107525,0.221968,0.056986,-0.252646,-0.236053,-0.130229,-0.113043,0.085555,0.113491,-0.091679,-0.065218,-0.065026,0.132060,0.221582,-0.165834,-0.085477,0.243676,0.152377,0.102336,0.352248,0.109387,-0.001496,1
AK028326,-0.073915,-0.114453,0.213284,0.052045,-0.086620,0.240423,-0.145787,0.043510,-0.223503,-0.238109,-0.043433,0.219074,-0.214391,-0.101858,0.344848,-0.360414,-0.042158,-0.301764,-0.221665,0.021488,-0.172323,-0.027355,0.324593,0.346010,0.158125,0.001168,0.047563,-0.102047,0.004674,-0.041878,-0.354648,0.157578,-0.054773,0.429370,0.262011,0.051534,-0.013139,-0.092721,0.202556,0.199015,0.143319,0.107233,0.185800,0.018413,0.132445,-0.062476,0.112589,-0.102912,0.026624,-0.150301,0.250937,0.069086,0.032175,0.339027,0.056727,-0.169495,-0.147058,-0.263663,0.000715,0.259322,-0.225771,0.178231,-0.079077,-0.223276,1
Enox,0.288361,0.148289,-0.020282,0.513191,-0.230534,-0.255469,0.274216,-0.161224,-0.344594,0.120689,-0.465503,0.182832,-0.504560,-0.044883,0.406059,-0.089254,-0.539333,-0.899662,-0.041544,-0.135149,0.338898,-0.129165,0.815169,0.264328,0.271814,0.600710,-0.206930,0.068064,-0.262554,-0.870298,-0.746809,-0.424645,-0.120768,0.316094,0.116278,-0.390784,0.531169,0.010641,0.591273,-0.091388,-0.095575,0.220234,0.226863,0.074479,0.153714,0.168571,0.297806,-0.042582,-0.074036,0.152452,0.263197,-0.275733,-0.142183,0.214067,-0.378563,-0.110344,-0.191705,-0.017604,-0.461159,-0.048156,-0.183426,0.320067,0.046825,-0.341494,1
Dnm3os,0.379720,0.406106,-0.046639,0.860133,-0.406665,-0.174996,-0.085256,-0.214785,-0.436808,-0.137038,-0.407720,0.376416,-0.550753,-0.236704,0.505146,-0.086147,-0.230090,-0.658996,-0.119988,0.342421,0.291567,-0.206072,1.092083,0.534672,0.280074,0.105232,0.099547,0.465808,0.088707,-0.490598,-0.573522,0.195137,-0.023597,-0.058940,-0.040553,-0.526694,0.553638,0.444284,0.817687,0.499325,0.056465,-0.513276,0.196053,0.360067,0.355010,0.066779,0.106404,-0.205331,-0.324263,0.117557,0.398111,-0.072637,-0.089154,-0.223768,-0.221004,0.004186,-0.400867,-0.078577,-0.322255,0.208070,0.002211,0.224775,-0.340063,0.139408,1
